,total_departure,total_arrival,departure_distance_avg,arrival_distance_avg,departure_taxi_avg,arrival_taxi_avg,city_name,code4,latitude,longitude,altitude_ft,city_id,fips,population,temp_avg,pcp_avg,strike_avg,damage_avg,enplanements,length_ft_sum,width_ft_avg,runway_count,security_avg
ONT,21279.0,21277.0,577.2635462192773,577.249330262725,11.14927563677682,4.276095391312577,ontario,KONT,34.05599975585937,-117.60099792480469,944.0,13894,6071,175841,67.11659751037348,0.5126970954356848,12.083333333333334,0.75,2498993.0,22398.0,150.0,2.0,6.419354838709677
ORD,332953.0,332942.0,738.9066955396107,739.003246811757,22.471002841414695,13.763979929408581,chicago,KORD,41.97859955,-87.90480042,672.0,16289,17031,8675982,50.19377593360994,3.267966804979254,0.0,0.0,39873927.0,79866.0,161.11111111111111,9.0,18.54954954954955
ORF,22785.0,22792.0,458.1689708141321,458.0240435240435,15.44056135234884,4.47300560389995,norfolk,KORF,36.89459991455078,-76.20120239257812,26.0,12081,51710,244703,60.976763485477186,3.9962655601659756,8.75,0.75,1846031.0,13876.0,150.0,2.0,3.8085106382978724
OTH,371.0,371.0,469.55256064690025,469.55256064690025,15.03921568627451,3.95,north,KOTH,43.41709899902344,-124.24600219726562,17.0,28370,41011,9702,52.92780082987552,5.467095435684641,0.5,0.08333333333333333,12369.0,9792.0,150.0,2.0,4.9
OWB,111.0,110.0,706.0,706.0,5.813084112149533,6.91588785046729,owensboro,KOWB,37.74010086,-87.16680145,407.0,28079,21059,73173,57.16390041493774,4.174398340248963,0.0,0.0,19532.0,11494.0,125.0,2.0,2.2222222222222223
PAH,719.0,720.0,342.0,342.0,14.696220930232558,4.373913043478261,paducah,KPAH,37.06079864501953,-88.7738037109375,410.0,27975,21145,48629,58.36929460580915,4.333734439834021,0.25,0.08333333333333333,20934.0,11999.0,150.0,2.0,1.5
PBG,952.0,952.0,1064.03256302521,1063.264705882353,14.702959830866808,5.5554382259767685,plattsburgh,KPBG,44.6509017944336,-73.46810150146484,234.0,8831,36019,29006,43.495020746888,3.324232365145229,0.0,0.0,119783.0,11758.0,200.0,1.0,3.076923076923077
PBI,25083.0,25084.0,921.790575290037,921.8164965715197,14.567283499715932,4.524527689937566,palm,KPBI,26.68320083618164,-80.09559631347656,19.0,2221,12099,24892,75.1473029045643,4.4836514522821584,0.0,0.0,3270605.0,20153.0,125.0,3.0,4.5
PDX,63079.0,63066.0,1102.0932481491463,1100.522024545714,13.628871734345593,4.720284515892382,portland,KPDX,45.58869934,-122.59799960000001,31.0,28361,41051,2052796,51.748132780082976,5.15170124481328,0.0,0.0,9804868.0,26001.0,150.0,3.0,5.688524590163935
PGD,5223.0,5229.0,969.0754355734252,969.0567986230636,10.286949836632711,6.920854997111496,punta,KPGD,26.92020035,-81.99050140000001,26.0,2607,12015,19761,74.14979253112034,4.289377593360998,0.5,0.25,787022.0,16029.0,150.0,3.0,5.666666666666667
PGV,896.0,896.0,203.0,203.0,15.25876662636034,3.1265060240963853,greenville,KPGV,35.6352005,-77.38529968,26.0,6757,37147,128385,61.63319502074689,4.321410788381742,0.16666666666666666,0.0,51599.0,14185.0,150.0,3.0,1.0
PHF,2669.0,2667.0,373.1423754215062,372.23884514435696,14.257309941520468,4.464049747376603,newport,KPHF,37.13190079,-76.49299622,42.0,11974,51700,179388,60.40124481327802,4.0221161825726135,4.333333333333333,0.5,195573.0,14529.0,150.0,2.0,2.0
PHL,116946.0,116944.0,841.940553759855,842.1184669585442,22.312220297704354,8.10530624460837,philadelphia,KPHL,39.87189865112305,-75.24109649658203,36.0,11154,42101,5637884,55.49709543568464,3.9785062240663893,36.833333333333336,2.0833333333333335,15292670.0,30466.0,162.5,4.0,27.84
PHX,173962.0,173953.0,934.789919637622,934.8267290589987,15.30621652141182,7.922491554348205,phoenix,KPHX,33.43429946899414,-112.01200103759766,1135.0,19443,4013,4081849,71.51369294605811,0.6727385892116182,16.333333333333332,1.25,21622580.0,29589.0,150.0,3.0,12.835051546391753
PIA,5348.0,5348.0,517.8666791323859,517.6615557217651,16.86354066985646,4.983196486538095,peoria,KPIA,40.664199829100006,-89.6932983398,660.0,16478,17143,4566,51.721991701244846,3.202987551867218,2.5,0.16666666666666666,328769.0,18107.0,150.0,2.0,3.0
PIB,729.0,729.0,69.0,265.2304526748971,16.398591549295773,4.519718309859155,hattiesburg,KPIB,31.467100143432614,-89.33709716796875,298.0,26638,28035,81036,66.1128630705394,5.184481327800828,0.0,0.0,9813.0,6501.0,150.0,1.0,2.6666666666666665
PIE,7487.0,7497.0,878.2068919460398,878.156329198346,12.648125755743651,7.007934373318989,petersburg,KPIE,27.91020012,-82.68740082,11.0,2197,12103,263255,73.41369294605805,4.415435684647303,0.0,0.0,1115886.0,33598.0,135.0,5.0,2.75
PIH,1262.0,1262.0,150.0,150.0,14.083267248215702,3.3380952380952382,pocatello,KPIH,42.9098014831543,-112.59600067138672,4452.0,19937,16005,71020,45.33029045643152,1.549170124481328,0.0,0.0,46303.0,16210.0,125.0,2.0,1.5
PIT,49113.0,49115.0,646.770814244701,646.8518171637993,15.99285788435586,5.859135343807725,pittsburgh,KPIT,40.49150085,-80.23290253,1203.0,10478,42003,1715297,51.8597510373444,3.5702489626556013,0.0,0.0,4670033.0,39811.0,162.5,4.0,4.276315789473684
PLN,1027.0,1027.0,199.11879259980526,199.11879259980526,15.813387423935092,5.419878296146044,pellston,KPLN,45.57089996,-84.79669952,721.0,25487,26047,840,43.8688796680498,2.808630705394191,0.08333333333333333,0.0,25464.0,11907.0,150.0,2.0,2.6666666666666665
PNS,11386.0,11388.0,500.9233268926752,501.0345100105374,13.41770227983907,4.363393096066363,pensacola,KPNS,30.473400115967003,-87.18659973144501,121.0,2097,12033,344400,67.62821576763486,5.1109128630705385,5.666666666666667,0.25,972081.0,14004.0,150.0,2.0,20.91111111111111
PSC,2886.0,2885.0,695.7134442134442,695.7802426343154,15.513684210526316,5.146801817546312,pasco,KPSC,46.26470184326172,-119.11900329589844,410.0,319,53021,73013,51.92033195020749,0.7861825726141081,0.8333333333333334,0.16666666666666666,395348.0,19837.0,125.0,3.0,2.1363636363636362
PSM,303.0,300.0,1170.5973597359737,1170.4133333333334,13.239057239057239,5.508417508417509,portsmouth,KPSM,43.0778999329,-70.8233032227,100.0,3152,33015,92513,47.975103734439806,4.019211618257265,0.0,0.0,92836.0,11321.0,150.0,1.0,2.888888888888889
PSP,10619.0,10620.0,719.3388266315095,718.9968926553672,15.221114592233931,5.533978739559605,palm,KPSP,33.829700469970696,-116.50700378417969,477.0,13160,6065,48142,68.91576763485477,0.6037344398340256,0.8333333333333334,0.0,1163883.0,14952.0,112.5,2.0,4.0576923076923075
PUB,902.0,901.0,140.7450110864745,140.78024417314094,14.808724832214764,4.531319910514541,pueblo,KPUB,38.289100646972656,-104.49700164794922,4726.0,12604,8101,142351,52.923651452282144,1.067883817427386,1.0833333333333333,0.0,10459.0,31145.0,131.25,4.0,3.0
PVD,18733.0,18729.0,659.9874552927988,659.5059533344012,13.434763476347635,4.749657252536331,providence,KPVD,41.73260116577149,-71.42040252685547,55.0,11641,44007,1206642,50.192946058091316,4.277717842323653,0.0,0.0,2117409.0,14781.0,150.0,2.0,8.182692307692308
PVU,547.0,545.0,497.8884826325411,497.9651376146789,13.348148148148148,5.558441558441558,provo,KPVU,40.219200134277,-111.72299957275,4497.0,22660,49049,503695,47.2958506224066,1.5563900414937757,0.16666666666666666,0.08333333333333333,80106.0,15213.0,150.0,2.0,1.5
PWM,12137.0,12138.0,497.50638543297356,496.7854671280277,15.271384403984884,4.280766270418199,portland,KPWM,43.64619827,-70.30930328,76.0,20147,23005,206023,45.66887966804978,4.142614107883819,0.0,0.0,1062873.0,12201.0,150.0,2.0,10.093023255813954
RAP,4247.0,4249.0,593.05486225571,593.0809602259355,16.55025065648126,5.9952369611812335,rapid,KRAP,44.0452995300293,-103.05699920654295,3204.0,28519,46103,9034,46.319917012448144,1.5424066390041495,0.6666666666666666,0.16666666666666666,303471.0,12302.0,112.5,2.0,3.8222222222222224
RDD,1169.0,1169.0,199.0,199.0,15.161091549295774,4.491644678979771,redding,KRDD,40.50899887,-122.2929993,505.0,12948,6089,120270,55.65435684647299,3.491701244813278,0.6666666666666666,0.16666666666666666,42775.0,12070.0,150.0,2.0,1.7
RDM,3773.0,3771.0,587.2894248608534,589.3208697958102,16.614147909967844,4.614477211796246,redmond,KRDM,44.254100799999996,-121.15000149999999,3080.0,28488,41017,31695,44.480497925311234,1.823692946058092,0.0,0.0,430562.0,14038.0,125.0,2.0,9.509803921568627
RDU,60724.0,60727.0,648.7556485080034,647.9832364516607,18.10174689506769,5.941503660247848,raleigh,KRDU,35.877601623535156,-78.7874984741211,435.0,6919,37183,1018336,60.331120331950196,3.940207468879668,13.75,0.75,6258101.0,21070.0,133.33333333333334,3.0,9.346153846153847
RFD,673.0,673.0,1194.3967310549776,1194.3967310549776,11.010494752623687,6.244011976047904,rockford,KRFD,42.19540023803711,-89.09719848632812,742.0,15578,17201,285562,48.55352697095431,3.173817427385893,4.083333333333333,0.16666666666666666,106710.0,18203.0,150.0,2.0,3.0
RHI,724.0,726.0,190.0,190.0,21.120786516853933,4.098314606741573,rhinelander,KRHI,45.63119888305664,-89.46749877929688,1624.0,1083,55085,8738,40.554771784232386,2.8002074688796688,0.0,0.0,24477.0,16904.0,116.66666666666667,3.0,1.5
RIC,23224.0,23224.0,521.8225973131243,523.1825266965209,17.705343308690072,6.422022809654319,richmond,KRIC,37.50519943237305,-77.3197021484375,167.0,12233,51760,1059907,58.493360995850665,3.8850622406639,0.0,0.0,2048691.0,20936.0,133.33333333333334,3.0,2.388888888888889
RKS,680.0,680.0,260.0,260.0,15.566121842496285,3.2005943536404162,rock,KRKS,41.59420013,-109.0650024,6764.0,3125,56037,26710,42.49004149377594,0.7653526970954357,0.0,0.0,23020.0,15223.0,112.5,2.0,2.5454545454545454
RNO,18112.0,18110.0,555.2049469964664,555.1810049696301,13.876876042245692,4.519014045411647,reno,KRNO,39.49909973144531,-119.76799774169922,4415.0,11708,32031,433271,49.60165975103737,0.9824896265560162,0.0,0.0,2048916.0,26104.0,150.0,3.0,2.533333333333333
ROA,2463.0,2463.0,371.514413317093,371.514413317093,19.25626043405676,5.928868552412646,roanoke,KROA,37.3255004883,-79.975402832,1175.0,12088,51770,216177,56.902074688796695,3.6404979253112035,0.0,0.0,330063.0,12610.0,150.0,2.0,5.357142857142857
ROC,14388.0,14385.0,435.1736864053378,434.548070907195,15.449709239715702,5.713886500429923,rochester,KROC,43.118900299072266,-77.67240142822266,559.0,9493,36055,711998,48.63651452282158,2.941576763485478,3.3333333333333335,0.5833333333333334,1281908.0,18403.0,133.33333333333334,3.0,5.71875
ROW,1371.0,1371.0,434.47045951859957,434.47045951859957,13.659701492537314,4.6597170513775135,roswell,KROW,33.30160140991211,-104.53099822998048,3671.0,3860,35005,49119,59.886307053941906,1.0946887966804977,0.25,0.08333333333333333,56632.0,30425.0,150.0,3.0,2.0
RST,3257.0,3257.0,280.5010746085355,280.5600245624808,19.02404302435938,4.166403536469845,rochester,KRST,43.90829849243164,-92.5,1317.0,24542,27109,116713,44.62489626556014,3.040414937759336,2.6666666666666665,0.16666666666666666,182509.0,16333.0,150.0,2.0,4.96078431372549
RSW,32351.0,32348.0,988.8432505950357,988.7319154198095,12.90173537150733,5.310692375109553,fort,KRSW,26.53619956970215,-81.75520324707031,30.0,2239,12071,79943,74.95933609958506,4.3080912863070555,17.916666666666668,1.8333333333333333,4602113.0,12000.0,150.0,1.0,13.947368421052632
SAF,1419.0,1420.0,506.9985905567301,506.837323943662,16.591895803183792,4.32514450867052,santa,KSAF,35.617099761999995,-106.08899688700001,6348.0,4102,35049,110078,50.146058091286335,1.1690041493775933,0.4166666666666667,0.08333333333333333,115787.0,20949.0,125.0,3.0,3.4444444444444446
SAN,90699.0,90673.0,1030.1793184048336,1030.0856374003286,16.753239091718612,4.049842467964775,san,KSAN,32.7336006165,-117.190002441,17.0,12999,6073,3210314,63.47053941908712,0.9840248962655602,0.0,0.0,12174224.0,9401.0,200.0,1.0,2.739130434782609
SAT,39575.0,39577.0,789.2739861023373,789.4347221871288,12.288400694019188,4.379269038637985,san,KSAT,29.533700942993164,-98.46980285644531,809.0,4576,48029,2002530,69.6070539419087,2.594647302904564,16.166666666666668,0.8333333333333334,4844427.0,21526.0,133.33333333333334,3.0,15.390243902439025
SAV,15825.0,15826.0,503.1619589257504,502.641096929104,15.28727060501913,5.571576561994173,savannah,KSAV,32.12760162,-81.20210266,50.0,17475,13051,280082,67.27842323651454,3.7873443983402493,8.083333333333334,0.4166666666666667,1356660.0,16353.0,150.0,2.0,5.6571428571428575
SBA,7084.0,7083.0,474.91473743647657,473.6277001270648,16.314199828227885,4.562132721800201,santa,KSBA,34.42620087,-119.8399963,13.0,13570,6083,204034,58.99585062240665,1.3945228215767627,5.916666666666667,0.5,403745.0,14414.0,108.33333333333333,3.0,16.130434782608695
SBN,6943.0,6945.0,436.78914014114935,436.72814974802014,18.965794474492032,5.2798885140090945,south,KSBN,41.70869827270508,-86.31729888916016,799.0,17789,18141,281100,49.59377593360992,3.3963485477178446,3.0,0.08333333333333333,366617.0,18713.0,125.0,3.0,1.1666666666666667
SBP,4840.0,4840.0,381.6931818181818,381.52603305785124,16.880343671416597,4.425041876046901,san,KSBP,35.2368011475,-120.64199829100001,212.0,13430,6079,62398,59.958506224066404,1.2931950207468874,0.0,0.0,235570.0,8600.0,125.0,2.0,4.806451612903226
SCK,747.0,747.0,403.0722891566265,403.0722891566265,8.402159244264507,6.051282051282051,stockton,KSCK,37.894199371338,-121.2379989624,33.0,13253,6077,394467,62.32572614107885,1.1699170124481328,0.0,0.0,98908.0,15104.0,112.5,2.0,1.0
SDF,22904.0,22906.0,548.3704593084177,554.8263337116913,15.462429806578127,7.164178439324391,louisville,KSDF,38.1744,-85.736,501.0,27640,21111,1011696,56.65103734439828,4.357261410788381,32.916666666666664,0.4166666666666667,1877861.0,26679.0,150.0,3.0,8.656565656565656
SEA,140006.0,140001.0,1292.8839692584604,1292.552160341712,20.015091063048065,9.832637816484109,seattle,KSEA,47.44900131225586,-122.30899810791016,433.0,106,53033,3643765,47.88340248962657,6.2428215767634825,11.416666666666666,1.0,24024908.0,40752.0,612.5,4.0,27.854368932038835
SFB,9581.0,9600.0,854.7006575514038,854.811875,14.017187172500524,6.3348040760584094,sanford,KSFB,28.7775993347168,-81.23750305175781,55.0,2026,12117,59317,72.67510373443979,4.153651452282159,7.666666666666667,1.0,1504888.0,22681.0,112.5,4.0,2.210526315789474
SFO,175849.0,175939.0,1213.798719355811,1217.1210135330996,22.46299424117874,8.621350370229294,san,KSFO,37.61899948120117,-122.375,13.0,13741,6081,43299,57.213692946058096,2.2920331950207453,18.833333333333332,1.9166666666666667,27790717.0,38620.0,200.0,4.0,1.0
SGF,8619.0,8618.0,540.4039911822717,540.3382455326062,16.51854045729179,5.8881516587677725,springfield,KSGF,37.24570084,-93.38860321,1268.0,23258,29077,287222,56.21078838174271,3.7518257261410812,0.0,0.0,523108.0,15003.0,150.0,2.0,1.85
SGU,3247.0,3247.0,331.498614105328,331.498614105328,16.044067796610168,3.513405238828968,stgeorge,KSGU,37.0363888889,-113.510305556,2941.0,22811,49053,113906,56.63236514522822,1.238298755186722,0.0,0.0,123060.0,6606.0,100.0,1.0,3.1818181818181817
SHD,662.0,665.0,142.2356495468278,142.08270676691728,15.421705426356588,4.328149300155521,weyers,KSHD,38.2638015747,-78.8964004517,1201.0,12248,51015,2695,53.08755186721991,3.5900000000000003,0.0,0.0,12179.0,6002.0,150.0,1.0,1.0
SHV,6694.0,6694.0,421.80176277263223,421.6809082760681,13.578899361508057,5.509708737864078,shreveport,KSHV,32.44660186767578,-93.82559967041016,258.0,6237,22017,287432,65.72365145228218,4.211659751037344,1.4166666666666667,0.16666666666666666,291136.0,14553.0,175.0,2.0,5.7727272727272725
SJC,54625.0,54580.0,812.2662517162471,811.8837303041407,13.234834490911778,4.477064729047646,san,KSJC,37.36259841918945,-121.9290008544922,62.0,14283,6085,1821899,58.75560165975103,1.9073443983402478,0.0,0.0,7032851.0,26599.0,133.33333333333334,3.0,6.25
SJT,1433.0,1432.0,229.0,229.0,12.668334524660471,3.7189728958630526,san,KSJT,31.35770034790039,-100.49600219726562,1919.0,4520,48451,99890,65.4265560165975,1.9139834024896265,0.0,0.0,55301.0,18390.0,125.0,3.0,4.178571428571429
SLC,113054.0,113116.0,771.8424292815822,772.0409756356307,18.3684341261322,6.813135525545243,salt,KSLC,40.78839874267578,-111.97799682617188,4227.0,22698,49035,1098400,49.691286307053936,1.8131535269709538,39.916666666666664,5.166666666666667,12226730.0,38492.0,150.0,4.0,14.8
SMF,47110.0,47115.0,754.2124814264488,754.0912448264884,12.094693894988678,4.363783899209908,sacramento,KSMF,38.69540023803711,-121.59100341796876,27.0,13048,6113,53512,62.28132780082989,1.7422821576763479,56.333333333333336,7.916666666666667,5907629.0,17201.0,150.0,2.0,10.88888888888889
SMX,170.0,170.0,310.0,310.0,6.8882352941176475,5.152941176470589,santa,KSMX,34.89889908,-120.4570007,261.0,13733,6083,140219,58.99585062240665,1.3945228215767627,1.1666666666666667,0.08333333333333333,23008.0,11434.0,112.5,2.0,3.0
SNA,41639.0,41651.0,791.352241888614,791.0875849319344,13.614138581306513,5.482723601808642,santa,KSNA,33.67570114,-117.86799620000001,56.0,13037,6059,334136,64.65435684647306,0.9464730290456431,0.0,0.0,5201642.0,8587.0,112.5,2.0,16.566666666666666
SPI,1811.0,1812.0,398.0441744892325,397.9205298013245,14.609880749574106,4.289756649688738,springfield,KSPI,39.84410095,-89.67790222,598.0,15928,17167,159394,53.248132780082955,3.293112033195022,2.5,0.3333333333333333,76950.0,20299.0,150.0,3.0,1.6666666666666667
SPS,1058.0,1059.0,113.0,113.0,15.326790971540726,7.9520078354554355,wichita,KSPS,33.98880005,-98.49189758,1019.0,4407,48485,99617,64.00456431535275,2.427883817427385,0.0,0.0,38026.0,36125.0,187.5,4.0,9.666666666666666
SRQ,6341.0,6341.0,705.5521211165432,705.4879356568365,13.319308910574309,4.129803859033647,sarasota,KSRQ,27.39539909362793,-82.55439758300781,30.0,2492,12115,706245,73.62904564315352,4.368132780082988,3.0833333333333335,0.75,685001.0,14509.0,150.0,2.0,12.520833333333334
STC,145.0,145.0,1314.751724137931,1314.751724137931,11.63888888888889,9.145833333333334,stcloud,KSTC,45.54660034179688,-94.05989837646484,1031.0,24756,27145,114225,43.09253112033196,2.473360995850623,0.25,0.0,22464.0,10000.0,112.5,2.0,1.8888888888888888
STL,66197.0,66200.0,750.6235630013445,749.5956495468278,12.142828669988502,4.645208732286481,louis,KSTL,38.74869918823242,-90.37000274658205,618.0,23638,29510,2078283,56.6970954356846,3.5189626556016584,0.0,0.0,7631953.0,36625.0,162.5,4.0,26.166666666666668
STS,1504.0,1503.0,303.2253989361702,302.9620758483034,16.368707482993198,4.3175675675675675,santa,KSTS,38.50899887,-122.8130035,128.0,14149,6097,321908,57.45518672199175,3.3976348547717827,0.0,0.0,217480.0,11202.0,125.0,2.0,3.111111111111111
SUN,1274.0,1277.0,334.8767660910518,334.6374314800313,15.435008665511265,2.8072916666666665,hailey,KSUN,43.50439835,-114.2959976,5318.0,19830,16013,10875,42.67593360995851,1.4729875518672193,0.25,0.0,93280.0,6952.0,100.0,1.0,2.4347826086956523
SUX,1189.0,1189.0,508.6753574432296,508.6753574432296,13.709565217391305,5.114186851211072,sioux,KSUX,42.40259933,-96.38439941,1098.0,18910,19193,106279,48.440248962655595,2.552240663900417,0.6666666666666666,0.16666666666666666,44779.0,15602.0,150.0,2.0,1.0
SWF,1791.0,1789.0,818.6242322724735,818.3219675796535,15.193714285714286,5.655447803764974,newburgh,KSWF,41.50410079956055,-74.10479736328125,491.0,8827,36071,28363,49.96970954356844,3.983734439834026,2.1666666666666665,0.5,354869.0,17824.0,150.0,2.0,2.3461538461538463
SYR,13818.0,13821.0,470.9623679258938,471.07300484769553,18.323245908989016,4.748786135803392,syracuse,KSYR,43.11119842529297,-76.1063003540039,421.0,9085,36067,2971,47.054771784232365,3.695228215767634,0.0,0.0,1139568.0,19764.0,150.0,3.0,2.6607142857142856
TLH,6122.0,6121.0,389.12103887618423,389.1189348145728,13.195652173913043,4.4797060297310844,tallahassee,KTLH,30.396499633789066,-84.35030364990234,81.0,2524,12073,253030,67.98547717842327,4.457925311203321,1.4166666666666667,0.3333333333333333,384136.0,14076.0,150.0,2.0,7.0
TOL,2080.0,2080.0,429.575,429.2230769230769,11.723298559364133,3.7365032194155523,toledo,KTOL,41.58679962,-83.80780029,683.0,22161,39095,488672,51.16597510373442,2.974190871369294,3.1666666666666665,0.16666666666666666,123541.0,16199.0,150.0,2.0,1.0
TPA,74526.0,74523.0,902.2663097442503,902.1095232344377,13.341092842802105,5.149608220589432,tampa,KTPA,27.975500106811523,-82.533203125,26.0,2065,12057,2804240,72.92531120331945,4.4875933609958505,12.166666666666666,1.5,10368514.0,26301.0,150.0,3.0,27.948051948051948
TRI,3062.0,3061.0,216.79425212279557,216.84155504737015,16.00727994705493,4.43069798213695,bristol,KTRI,36.47520065307617,-82.40740203857422,1519.0,8779,47163,69865,56.57800829875518,3.7974688796680494,0.0,0.0,200086.0,12472.0,150.0,2.0,3.23943661971831
TTN,2603.0,2608.0,763.6277372262774,763.7595858895705,14.873161033797217,7.487609912070344,trenton,KTTN,40.27669906616211,-74.8134994506836,213.0,3174,34021,296869,54.1800829875519,3.9985892116182598,1.5,0.16666666666666666,404349.0,10806.0,150.0,2.0,1.1428571428571428
TUL,16925.0,16927.0,532.3378434268833,532.4053287646955,14.869838044582561,4.861366622864652,tulsa,KTUL,36.19839859008789,-95.88809967041016,677.0,21235,40143,672054,60.39834024896271,3.388257261410787,5.333333333333333,0.8333333333333334,1482908.0,23472.0,166.66666666666666,3.0,8.620253164556962
TUS,18223.0,18224.0,697.6559841957966,697.5725965759439,14.470884255930985,4.522720998288333,tucson,KTUS,32.116100311279304,-110.94100189208984,2643.0,19436,4019,868391,68.51908713692949,0.9154771784232365,4.0,0.25,1753227.0,26404.0,125.0,3.0,3.3333333333333335
TVC,3925.0,3923.0,273.9676433121019,273.91562579658427,16.38997650743931,4.922796035472092,traverse,KTVC,44.74140167236328,-85.58219909667969,624.0,25005,26055,49806,45.29751037344397,2.714854771784233,1.4166666666666667,0.0,247324.0,15084.0,125.0,3.0,3.757575757575758
TWF,1271.0,1172.0,190.00157356412274,175.0,13.522870662460567,3.3341880341880343,twin,KTWF,42.48180008,-114.487999,4154.0,19950,16083,54455,48.169294605809114,1.0332365145228224,0.0,0.0,47084.0,11927.0,112.5,2.0,2.2
TXK,1227.0,1228.0,181.0,181.3257328990228,14.810008481764207,3.589527027027027,texarkana,KTXK,33.45370101928711,-93.99099731445312,390.0,15076,5091,30259,64.29460580912863,4.218755186721991,0.0,0.0,37599.0,11801.0,122.0,2.0,2.411764705882353
TYR,1442.0,1442.0,102.0,102.0,14.788252356780276,4.009433962264151,tyler,KTYR,32.35409927368164,-95.40239715576172,544.0,5566,48423,141116,65.56514522821575,3.840995850622406,0.6666666666666666,0.08333333333333333,48532.0,17250.0,150.0,3.0,1.6842105263157894
TYS,15976.0,15977.0,459.82861792689033,459.28178005883456,16.011348422059292,4.551154483990305,knoxville,KTYS,35.81100082,-83.99400329999999,981.0,8569,47093,585249,58.838589211618284,4.469751037344398,3.4166666666666665,0.16666666666666666,1069565.0,18005.0,150.0,2.0,2.588235294117647
UIN,937.0,937.0,217.00533617929563,217.00533617929563,14.801385681293302,4.159770114942528,quincy,KUIN,39.94269943,-91.19460297,768.0,16305,17001,44860,53.097095435684636,3.277468879668049,0.0,0.0,11633.0,17622.0,150.0,3.0,1.0
VLD,1039.0,1039.0,208.0,208.0,16.580582524271843,4.13495145631068,valdosta,KVLD,30.78249931335449,-83.27670288085938,203.0,17227,13185,79294,66.98381742738587,4.138381742738589,0.25,0.16666666666666666,44609.0,17236.0,108.33333333333333,3.0,1.0
VPS,7830.0,7831.0,487.5049808429119,487.5478227557145,14.938339199582844,8.221584984358707,valparaiso,KVPS,30.4832,-86.525398,87.0,2510,12091,4946,67.16804979253112,5.02045643153527,0.0,0.0,683759.0,22017.0,300.0,2.0,3.033333333333333
WYS,239.0,239.0,273.0,273.0,14.94560669456067,4.03765690376569,yellowstone,KWYS,44.68840027,-111.11799620000001,6649.0,26356,30031,1365,40.18630705394191,2.0044398340248963,0.0,0.0,8200.0,8399.0,150.0,1.0,3.4285714285714284
XNA,12571.0,12574.0,603.0770026250894,604.1269285827899,15.636134999188707,6.6056212538474,bentonville,KXNA,36.281898,-94.30680100000001,1287.0,15451,5007,49298,58.123651452282175,3.9078423236514532,0.0,0.0,759127.0,8800.0,150.0,1.0,1.5555555555555556
YNG,2.0,2.0,894.0,894.0,38.5,11.5,youngstown,KYNG,41.26070023,-80.67910004,1192.0,21828,39099,373728,50.02697095435689,3.509460580912863,0.0,0.0,2636.0,17505.0,120.0,3.0,1.0
