airport_code,city_name,code4,latitude,longitude,altitude_ft
KTS,brevig,PFKT,65.3312988281,-166.46600341799999,38
ELI,elim,PFEL,64.61470032,-162.2720032,162
GLV,golovin,PAGL,64.5504989624,-163.007003784,59
TLA,teller,PATE,65.2404022217,-166.339004517,294
WAA,wales,PAIW,65.62259300000001,-168.095,22
WMO,white,PAWM,64.689201355,-163.412994385,267
CIL,council,\N,64.897778,-163.70333300000001,85
KKA,koyuk,PAKK,64.9394989014,-161.154006958,154
SMK,michael,PAMK,63.49010086,-162.1100006,98
SKK,shaktoolik,PFSH,64.37110138,-161.223999,24
WBB,stebbins,\N,63.51583299999999,-162.278056,14
TNC,tin,PATC,65.56310272,-167.9219971,271
AKB,atka,PAAK,52.22029877,-174.2059937,57
IKO,nikolski,PAKO,52.94160079956055,-168.8489990234375,77
ICY,icy,\N,59.968889000000004,-141.661667,50
CYT,yakataga,PACY,60.0820007324,-142.492996216,12
AUK,alakanuk,PAUK,62.6800422668,-164.65992736799998,10
SXP,nunam,\N,62.520556000000006,-164.847778,12
KPN,kipnuk,PAKI,59.9329986572,-164.031005859,11
KFP,false,PAKF,54.8474006652832,-163.41000366210938,20
NLG,nelson,PAOU,56.007499694824,-161.16000366211,14
PML,cold,PAAL,56.0060005188,-160.561004639,20
KLW,klawock,PAKW,55.5792007446,-133.076004028,80
KWN,quinhagak,PAQH,59.75510025,-161.84500119999998,42
KOT,kotlik,PFKO,63.030601501499994,-163.533004761,15
KYU,koyukuk,PFKU,64.8760986328,-157.727005005,149
SCM,scammon,PACM,61.84529876710001,-165.570999146,14
NNL,nondalton,PANO,59.980201721190994,-154.8390045166,314
PDB,pedro,\N,59.782222,-154.1325,45
NUP,nunapitchuk,\N,60.905832999999994,-162.439167,12
KKH,kongiganak,PADY,59.9608001709,-162.88099670399998,30
NIB,nikolai,PAFS,63.01860046386719,-154.35800170898438,441
TCT,takotna,\N,62.97194399999999,-156.082778,825
PQS,pilot,\N,61.93444399999999,-162.899444,305
AKI,akiak,PFAK,60.9029006958,-161.231002808,30
TLT,tuluksak,\N,61.09694399999999,-160.96944399999998,30
KGX,grayling,\N,62.89444399999999,-160.065,99
AIN,wainwright,PAWI,70.6380004883,-159.994995117,41
NCN,chenega,PFCB,60.0773010254,-147.992004395,72
CZN,chisana,\N,62.071111,-142.048333,1011
TKJ,tok,PFTO,63.32949829,-142.9539948,1639
IRC,circle,PACR,65.83049799999999,-144.076008,613
KCC,coffman,\N,56.014722,-132.833889,0
CKD,crooked,\N,61.867778,-158.135,178
RDV,red,\N,61.788056000000005,-157.350278,174
SLQ,sleetmute,PASL,61.7005004883,-157.166000366,190
SRV,stony,\N,61.7875,-156.591111,230
HKB,healy,PAHV,63.8661994934082,-148.968994140625,1263
KAE,kake,\N,56.97305600000001,-133.945556,0
AQC,klawock,PAQC,55.5546989440918,-133.10200500488278,0
MHM,lake,PAMH,63.88600158691406,-152.302001953125,678
MLY,manley,PAML,64.99759674069999,-150.643997192,270
TEK,tatitlek,\N,60.8725,-146.691111,62
WFB,ketchikan,\N,55.344443999999996,-131.663333,0
CPS,louis,\N,38.5707244,-90.1562211,413
MRB,martinsburg,KMRB,39.40190125,-77.98459625,565
RKH,rock,KUZA,34.9878006,-81.05719757,666
AGC,pittsburgh,KAGC,40.354400634765625,-79.9301986694336,1252
FTY,atlanta,KFTY,33.7790985107,-84.5214004517,841
60J,ocean,\N,33.908505600000005,-78.4366722,32
OSU,columbus,KOSU,40.0797996521,-83.072998046875,905
ADS,addison,KADS,32.9686012268,-96.8364028931,644
DTS,destin,KDTS,30.40010071,-86.47149658,23
RBN,fort,\N,24.616670000000003,-82.86667,0
ISO,kinston,KISO,35.331401825,-77.60880279540002,93
FFA,kill,KFFA,36.0181999207,-75.67130279540002,13
PVU,provo,KPVU,40.219200134277,-111.72299957275,4497
SBS,steamboat,KSBS,40.5163002,-106.8659973,6882
DTA,delta,KDTA,39.3805999756,-112.508003235,4759
RIF,richfield,KRIF,38.73640060424805,-112.0989990234375,5301
PUC,price,KPUC,39.61389923,-110.7509995,5957
LAM,los,KLAM,35.8797988892,-106.26899719200001,7171
BXS,borrego,KBXS,33.2590278,-116.3209722,520
HII,lake,KHII,34.571098,-114.358002,783
INW,winslow,KINW,35.021900177,-110.722999573,4941
DGL,douglas,KDGL,31.3425998688,-109.505996704,4173
BOW,bartow,KBOW,27.943399429299998,-81.78340148930002,125
LVK,livermore,KLVK,37.6934013367,-121.819999695,400
RMY,mariposa,KMPI,37.510898590100005,-120.040000916,2254
TRM,palm,KTRM,33.62670135498,-116.16000366211,-115
SMO,santa,KSMO,34.015800476100004,-118.45099639899999,177
UDD,palm,KUDD,33.748401641846,-116.27500152588001,73
ZSY,scottsdale,KSDL,33.622898101806996,-111.91100311279,1510
OLM,olympia,KOLM,46.9693985,-122.90299990000001,209
DWA,davis,KDWA,38.57910156,-121.8570023,100
RIL,rifle,KRIL,39.52629852,-107.72699740000002,5548
SAA,saratoga,KSAA,41.44490051269531,-106.8239974975586,7012
PDK,atlanta,KPDK,33.8755989075,-84.3020019531,1003
BMG,bloomington,KBMG,39.14599990844727,-86.61669921875,846
SUA,stuart,KSUA,27.18169975,-80.22109985,16
MMU,morristown,KMMU,40.799400329589844,-74.41490173339844,187
APC,napa,KAPC,38.2132,-122.280998,35
SDM,san,KSDM,32.572299957275,-116.98000335693001,526
VNC,venice,KVNC,27.071599960327,-82.440299987793,18
PHK,pahokee,KPHK,26.78499985,-80.69339752,16
ECP,panama,KECP,30.357105999999998,-85.79541400000001,69
SBD,san,KSBD,34.0954017639,-117.23500061,1159
SQL,san,KSQL,37.511901855469,-122.25,5
RWI,rocky,KRWI,35.856300354003906,-77.89189910888672,159
SXQ,soldotna,PASX,60.47570037841797,-151.03399658203125,113
SEE,cajon,KSEE,32.826198577880994,-116.97200012206999,388
TKF,truckee,KTRK,39.3199996948,-120.13999939,5900
RYY,atlanta,KRYY,34.01319885,-84.59860229,1040
ONH,oneonta,\N,42.524722,-75.064444,1763
4U9,dell,K4U9,44.7356987,-112.720001221,6007
LVM,livingston,KLVM,45.6994018555,-110.44799804700001,4660
6S0,big,K6S0,45.80640029907226,-109.9810028076172,4492
BIV,holland,KBIV,42.742900848389,-86.10739898681601,698
JRA,new,KJRA,40.7545,-74.0071,7
LAL,lakeland,KLAL,27.988899230999998,-82.0186004639,142
IDL,new,KIDL,33.485699,-90.67890200000001,126
RBK,murrieta,KF70,33.5741996765,-117.127998352,1350
PCW,port,KPCW,41.516300201416016,-82.86869812011719,590
MGY,dayton,KMGY,39.5890007019,-84.224899292,957
RID,richmond,KRID,39.75719833374024,-84.8427963256836,1140
FDY,findley,KFDY,41.013500213600004,-83.66870117190001,813
SPF,spearfish,KSPF,44.48030090332,-103.78299713135,3931
OLV,olive,KOLV,34.9786987305,-89.78690338130001,402
BJC,broomfield,KBJC,39.90879822,-105.11699679999998,5673
SLE,salem,KSLE,44.90950012,-123.00299840000002,214
UTM,tunica,KUTA,34.680999755859,-90.34670257568399,194
MWC,milwaukee,KMWC,43.11040115356445,-88.0344009399414,745
JVL,janesville,KJVL,42.620300293,-89.0416030884,808
GKY,arlington,KGKY,32.66389846801758,-97.09429931640624,628
LZU,lawrenceville,KLZU,33.97809982,-83.96240234,1061
BWG,bowling,KBWG,36.9645004272,-86.41970062259999,547
RVS,tulsa,KRVS,36.039600372314,-95.98459625244101,638
BCE,bryce,KBCE,37.706401825,-112.144996643,7590
JCI,olathe,KIXD,38.830898284899995,-94.890296936,1087
ESN,easton,KESN,38.8041992188,-76.06900024410002,72
R49,republic,\N,48.71820579999999,-118.65647140000002,2522
MYV,yuba,KMYV,39.09780121,-121.5699997,64
DUC,duncan,KDUC,34.47090149,-97.95989990000001,1114
E91,chinle,\N,36.1108806,-109.5754222,5547
UVA,uvalde,KUVA,29.2112998962,-99.74359893799999,942
LOT,lockport,KLOT,41.6072998,-88.09619904,679
C16,urbana,\N,40.144979,-88.200197,735
CCR,concord,KCCR,37.9897003174,-122.056999207,26
OCA,ocean,07FA,25.325399398804002,-80.274803161621,8
SGH,springfield,KSGH,39.840301513671996,-83.840202331543,1051
MPB,miami,\N,25.7783,-80.1703,0
TOP,topeka,KTOP,39.068698883056996,-95.62249755859399,881
TKI,dallas,KTKI,33.17789841,-96.59049988,585
PWK,chicago,KPWK,42.114222,-87.901494,647
KLS,kelso,KKLS,46.11800003049999,-122.898002625,20
3W2,put,\N,41.3521,-82.49700000000001,595
TWD,port,\N,48.0314,-122.4838,108
38W,lynden,\N,48.955896100000004,-122.4581183,106
0S9,port,\N,48.0538086,-122.81064359999999,108
ZRD,richmond,\N,37.5343,-77.42945,26
ILN,wilmington,KILN,39.427898407,-83.79209899899999,1077
AVW,tucson,KAVQ,32.4095993042,-111.21800231899999,2031
CGZ,casa,KCGZ,32.954899,-111.766998,1464
BXK,buckeye,KBXK,33.42039871,-112.685997,1033
E63,gila,KE63,32.95809937,-112.6780014,789
MMI,athens,KMMI,35.39730072,-84.56259918,875
STK,sterling,KSTK,40.61529922,-103.26499940000001,4040
RWL,rawlins,KRWL,41.80559921,-107.1999969,6813
CDW,caldwell,KCDW,40.875198364300005,-74.2814025879,173
AIZ,kaiser,KAIZ,38.0960006714,-92.54949951170002,869
L35,big,\N,34.2637778,-116.85602779999999,6725
TVI,thomasville,KTVI,30.901599884032997,-83.881301879883,264
HSH,henderson,KHND,35.9728012085,-115.134002686,2492
TMA,tifton,KTMA,31.429000854499996,-83.4885025024,355
DVT,phoenix,KDVT,33.688301086399996,-112.083000183,1478
HDO,hondo,KHDO,29.35950088501,-99.17669677734399,930
MCL,mckinley,PAIN,63.7326011658,-148.910995483,1720
LHD,anchorage,PALH,61.18000030517578,-149.9720001220703,71
PPC,prospect,PAPR,66.814102172852,-150.64399719238,1095
HCC,hudson,\N,42.2913,-73.7103,198
HLG,wheeling,KHLG,40.1749992371,-80.6463012695,1195
FZG,fitzgerald,KFZG,31.68370056152344,-83.27050018310547,365
40J,perry,\N,30.0692778,-83.5805833,44
70J,cairo,\N,30.8879767,-84.1547353,265
RKP,rockport,KRKP,28.086799621599997,-97.04460144040002,24
CKF,cordele,KCKF,31.98880005,-83.77390289,310
OMN,ormond,KOMN,29.300600051879886,-81.11360168457031,29
TTD,troutdale,KTTD,45.54940032959001,-122.40100097656,39
HIO,hillsboro,KHIO,45.540401,-122.949997,208
24J,live,\N,30.300125,-83.0246944,104
GAI,gaithersburg,KGAI,39.168300628699996,-77.1660003662,539
CVX,charelvoix,KCVX,45.3047981262207,-85.2748031616211,669
2J9,quincy,\N,30.5978708,-84.557425,225
MGR,moultrie,\N,31.0849167,-83.80325,294
RCE,roche,\N,48.608056,-123.159722,0
BYW,blakely,\N,48.56025,-122.80243,0
RSJ,rosario,\N,48.645556,-122.86805600000001,0
WSX,westsound,\N,48.617778,-122.95277800000001,0
FBS,friday,\N,48.537222,-123.009722,0
L06,death,\N,36.273,-116.515,0
XFL,flagler,KXFL,29.467399600000004,-81.20629883,33
MVL,morrisville,KMVL,44.53459930419999,-72.6139984131,732
RBD,dallas,KRBD,32.6809005737,-96.86820220950001,660
6Y8,beaver,\N,45.721111,-85.520278,664
WST,washington,KWST,41.3496017456,-71.80339813229999,81
BID,block,KBID,41.1680984497,-71.577796936,108
369,atmautluak,\N,60.86666700000001,-162.273056,18
NME,nightmute,PAGT,60.471000671386996,-164.70100402832,4
OOK,toksook,PAOO,60.54140091,-165.0870056,59
TNK,tununak,\N,60.575556000000006,-165.27166699999998,14
GNU,goodnews,\N,59.1175,-161.5775,15
WWT,newtok,\N,60.939167000000005,-164.64111100000002,25
BGE,bainbridge,KBGE,30.971500399999996,-84.63739777,141
SPZ,silver,KSPZ,39.40299987792969,-119.2509994506836,4269
WHP,los,KWHP,34.2593002319,-118.413002014,1003
MAE,madera,KMAE,36.9886016846,-120.11199951200001,255
U76,mountain,\N,43.1316111,-115.73056709999999,3167
19A,jefferson,\N,34.175863799999995,-83.56159720000001,951
AAF,apalachicola,KAAF,29.72750092,-85.02749634,20
SGJ,augustine,\N,29.95925,-81.33972220000001,10
DQH,douglas,KDQH,31.47669982910156,-82.8604965209961,257
FRP,fort,KFPR,27.49510002,-80.36830139,24
TAN,taunton,KTAN,41.8744010925293,-71.0166015625,43
PYM,plymouth,KPYM,41.90900039672852,-70.72879791259766,148
OQU,north,KOQU,41.597099304199,-71.412101745605,18
1B9,mansfield,\N,42.0001331,-71.1967714,122
OWD,norwood,KOWD,42.1904983521,-71.1728973389,49
BAF,westfield,KBAF,42.157799,-72.715599,271
IJD,willimantic,KIJD,41.74399948120117,-72.1802978515625,247
MGJ,montgomery,KMGJ,41.50999832,-74.26460266,364
CXY,harrisburg,KCXY,40.2170982361,-76.85150146480001,347
GHG,marshfield,KGHG,42.09830093383789,-70.67220306396484,11
DXR,danbury,KDXR,41.3714981079,-73.48220062259999,458
ASH,nashua,KASH,42.781700134299996,-71.51480102539998,199
LWM,lawrence,KLWM,42.7172012329,-71.1233978271,148
OXC,oxford,KOXC,41.47859954834,-73.13520050048801,726
FIT,fitchburg,KFIT,42.554100036621094,-71.75900268554688,348
VPC,cartersville,KVPC,34.12310028076172,-84.84870147705078,759
PYP,centre,KPYP,34.089977000000005,-85.610069,596
RMG,rome,KRMG,34.3506011963,-85.15799713130002,644
GAD,gadsden,KGAD,33.972599,-86.088996,569
DKX,knoxville,KDKX,35.96390151977539,-83.8739013671875,833
WDR,winder,KWDR,33.98289871,-83.66739655,943
JYL,sylvania,KJYL,32.645301818847656,-81.59709930419922,188
DNN,dalton,KDNN,34.72290039,-84.87020111,709
CTJ,carrollton,KCTJ,33.63100051879883,-85.1520004272461,1161
4A9,fort,\N,34.4736944,-85.72138890000001,877
LGC,lagrange,KLGC,33.0088996887,-85.0726013184,693
MLJ,milledgeville,KMLJ,33.15420151,-83.24069977,385
4A4,cedartown,\N,34.018694399999994,-85.1464722,974
PIM,pine,KPIM,32.8406982422,-84.8824005127,902
FFC,atlanta,KFFC,33.3572998046875,-84.5718002319336,808
9A1,covington,\N,33.6323083,-83.8474472,809
GVL,gainesville,KGVL,34.27259827,-83.8302002,1276
54J,defuniak,\N,30.731111100000003,-86.1537778,289
9A5,lafayette,\N,34.6884792,-85.2903319,777
PHD,new,KPHD,40.470901489258,-81.419700622559,894
UDG,darlington,KUDG,34.44940186,-79.89009857,192
HHH,hilton,KHXD,32.2243995667,-80.6975021362,19
49A,ellijay,\N,34.6282222,-84.5265833,1486
0A9,elizabethton,\N,36.3712222,-82.1734167,1593
06A,tuskegee,\N,32.4605722,-85.68002779999999,264
DNL,augusta,KDNL,33.4664993286,-82.0393981934,423
MRN,morganton,KMRN,35.8202018737793,-81.61139678955078,1270
PBX,pikeville,KPBX,37.561798100000004,-82.56639862,1473
TOC,toccoa,KTOC,34.59379959,-83.29579926,996
VDF,tampa,\N,28.0139772,-82.34527779999999,22
AFW,fort,KAFW,32.9875984192,-97.3188018799,722
57C,troy,K57C,42.79719924926758,-88.37259674072266,860
MYF,san,,32.4759,117.759,17
LWC,lawrence,KLWC,39.01119995,-95.21659851,833
EGT,wellington,KEGT,37.32360076904297,-97.38829803466795,1277
6A2,griffin,\N,33.2269722,-84.2749444,958
PMP,pompano,KPMP,26.247100830078,-80.11109924316399,19
EET,alabaster,KEET,33.17699814,-86.78279877,586
UMP,indianapolis,KUMP,39.93519974,-86.04499817,811
LOZ,london,KLOZ,37.0821990967,-84.08489990230001,1212
FBG,fredericksburg,KFBG,35.13180161,-78.93669891,244
RAC,racine,KRAC,42.7606010437,-87.8152008057,674
REI,redlands,KREI,34.08530044555664,-117.14600372314452,1571
49X,chemehuevi,\N,34.528889,-114.43197099999999,638
RIR,riverside,KRIR,33.989700317382805,-117.41100311279295,764
TIW,tacoma,KTIW,47.26789856,-122.57800290000002,294
X39,tampa,\N,28.221278,-82.374555,68
JKA,gulf,KJKA,30.29050064,-87.67179871,17
HZL,hazleton,KHZL,40.9868011475,-75.99490356449999,1603
CBE,cumberland,KCBE,39.615398407,-78.76090240479999,775
LNR,lone,KLNR,43.2117004395,-90.18160247799999,717
JOT,joliet,KJOT,41.51779938,-88.17549896,582
VYS,peru,KVYS,41.351898,-89.153099,654
JXN,jackson,KJXN,42.2597999573,-84.45939636230001,1001
BBX,philadelphia,KLOM,40.1375007629,-75.26509857180001,302
OBE,okeechobee,KOBE,27.2628002167,-80.8498001099,34
SEF,sebring,KSEF,27.45639992,-81.3423996,62
AVO,avon,KAVO,27.59119987,-81.52780151,160
GIF,winter,KGIF,28.06290054,-81.75330353,145
ZPH,zephyrhills,KZPH,28.2282009125,-82.15589904790002,90
OCF,ocala,KOCF,29.17259979,-82.22419739,90
JES,jesup,KJES,31.55400085,-81.88249969,107
52A,madison,K52A,33.6120986938,-83.46040344240002,694
CCO,newnan,KCCO,33.311599731445305,-84.7697982788086,970
HQU,thomson,KHQU,33.52970123,-82.51650238,501
AIK,aiken,KAIK,33.6493988037,-81.68499755859999,528
CDN,camden,KCDN,34.2835998535,-80.56490325930001,302
LBT,lumberton,KLBT,34.609901428200004,-79.05940246579998,126
3J1,ridgeland,\N,32.493416700000004,-80.99175,79
SOP,pinehurst,KSOP,35.23740005,-79.39119720000001,455
RCZ,rockingham,KRCZ,34.8913,-79.759598,358
99N,bamberg,\N,33.3045278,-81.1084167,231
93C,richland,\N,43.2833575,-90.2982819,742
Y51,viroqua,\N,43.5793603,-90.89647420000001,1292
DLL,baraboo,KDLL,43.52270126,-89.77020264,979
7A4,apple,\N,42.46644439999999,-90.1693889,990
SVH,statesville,KSVH,35.765300750732,-80.953903198242,968
C89,sturtevant,\N,42.70325,-87.9589722,785
BUU,burlington,KBUU,42.69070053100586,-88.30460357666016,779
N53,stroudsburg,\N,41.0358717,-75.16067890000001,480
70N,sterling,\N,41.347356899999994,-75.4158972,1729
06N,middletown,\N,41.431912,-74.39156109999999,523
LHV,lock,KLHV,41.13560104,-77.42230225,556
29D,grove,\N,41.1460278,-80.16775,1371
04G,youngstown,\N,41.1304722,-80.6195833,1044
3G3,wadsworth,\N,41.003157200000004,-81.75644009999999,974
3G4,ashland,\N,40.9029722,-82.25563890000001,1206
4G0,monroeville,\N,40.4526389,-79.7749167,1187
2G9,somerset,\N,40.0388708,-79.0149951,2275
4G4,youngstown,\N,40.9617953,-80.67732640000001,1070
41N,braceville,\N,41.2111675,-80.9692572,900
LPR,lorain,KLPR,41.34429932,-82.17759705,793
7D9,geneva,\N,41.777832200000006,-80.90397970000001,820
BKL,cleveland,KBKL,41.51750183105469,-81.68329620361328,583
DKK,dunkirk,KDKK,42.49330139,-79.27200317,693
4G2,hamburg,\N,42.7008925,-78.9147569,751
N87,trenton,\N,40.213944399999995,-74.6017778,118
VAY,mount,KVAY,39.9429016113,-74.845703125,53
7N7,pedricktown,\N,39.735563299999995,-75.39772109999998,40
LDJ,linden,KLDJ,40.617401123,-74.2445983887,23
O03,morgantown,\N,40.1570414,-75.8704892,600
0W3,churchville,\N,39.566837799999995,-76.20240279999999,409
ANQ,angola,KANQ,41.639702,-85.083504,995
C65,plymouth,\N,41.3651307,-86.3002574,800
VNW,van,KVNW,40.86470031738281,-84.6093978881836,785
17G,bucyrus,\N,40.781555600000004,-82.9748056,1003
X07,lake,\N,27.893805600000004,-81.62038890000001,127
GVQ,batavia,KGVQ,43.03170013,-78.16760254,914
0G7,seneca,\N,42.88356470000001,-76.7812318,492
N69,stormville,\N,41.5769708,-73.73235140000001,358
4B8,plainville,\N,41.6893333,-72.8646944,202
0G6,bryan,\N,41.4673056,-84.5067778,730
CLW,clearwater,KCLW,27.9766998291,-82.7586975098,71
X49,lakeland,\N,27.9333581,-82.04397390000001,110
NYC,new,\N,40.714166999999996,-74.005833,31
CHI,chicago,\N,41.883611,-87.63166700000001,596
CGX,chicago,KCGX,41.85879898071289,-87.60790252685547,593
WAS,washington,\N,38.889444,-77.035278,25
JZP,jasper,KJZP,34.453399658203125,-84.4573974609375,1535
CRE,north,KCRE,33.811698913600004,-78.72389984130002,32
IGQ,lansing,KIGQ,41.5349006652832,-87.52950286865234,620
Y72,tomah,\N,43.9762222,-90.48061109999999,966
RNM,ramona,KRNM,33.039199829101555,-116.91500091552734,1395
OEB,coldwater,KOEB,41.933399200000004,-85.05259705,959
WBW,wilkes,KWBW,41.2971992493,-75.8511962891,545
LNN,willoughby,KLNN,41.6839981079,-81.3897018433,626
FFT,frankfort,KFFT,38.18249893,-84.90470123,806
LEW,lewiston,KLEW,44.048500061000006,-70.2835006714,288
6S2,florence,\N,43.982816799999995,-124.11136869999999,51
1A3,copperhead,\N,35.01580560000001,-84.3468333,1789
NBU,glenview,KNBU,42.090556,-87.8225,653
MRK,marco,KMKY,25.9950008392,-81.6725006104,5
DRM,drummond,KDRM,46.0093002319,-83.74389648440001,668
8M8,lewiston,\N,44.8065278,-84.27619440000001,1218
GDW,gladwin,KGDW,43.9706001282,-84.47499847410002,776
24C,lowell,\N,42.953920000000004,-85.3439058,681
LWA,south,KLWA,42.35120010375977,-86.25569915771484,666
06C,schaumburg,\N,41.9893408,-88.1012428,801
MFI,marshfield,KMFI,44.6369018555,-90.1893005371,1277
ISW,wisconsin,KISW,44.360298156700004,-89.83899688720001,1021
CWI,clinton,KCWI,41.8311004639,-90.3291015625,708
BVY,beverly,KBVY,42.5842018127,-70.91649627689999,107
O27,oakdale,\N,37.7563333,-120.80019440000001,237
POF,poplar,KPOF,36.773899078369006,-90.324897766113,331
EPM,eastport,KEPM,44.910099029541016,-67.01270294189453,45
EOK,keokuk,KEOK,40.4598999023,-91.4284973145,671
ME5,swans,\N,44.165388899999996,-68.4281667,100
STP,paul,KSTP,44.93450164794922,-93.05999755859376,705
E51,bagdad,\N,34.595852799999996,-113.17019499999999,4183
E55,gualala,\N,38.8016111,-123.5306389,940
1G3,kent,\N,41.15138889999999,-81.41511109999999,1134
ZRA,atlantic,\N,39.3665,-74.442,8
ZSF,springfield,\N,42.106,-72.59305400000001,65
XZK,amherst,\N,42.375,-72.51138900000001,258
FLD,fond,KFLD,43.771198272700005,-88.48840332030001,808
PCZ,waupaca,KPCZ,44.33330154,-89.01979828,840
STE,stevens,KSTE,44.5452003479,-89.53029632568399,1110
ERY,newberry,KERY,46.31119918823242,-85.4572982788086,869
25D,forest,\N,45.2477456,-92.9943853,925
GQQ,galion,KGQQ,40.7533988953,-82.7238006592,1224
CKV,clarksville,KCKV,36.621898651100004,-87.41500091549999,550
LPC,lompoc,KLPC,34.665599823,-120.46800231899999,88
CTH,coatesville,KMQS,39.97900009,-75.86550140000001,660
LKP,lake,KLKP,44.264499664300004,-73.96189880370002,1747
NY9,long,\N,43.975061700000005,-74.42044,1629
WIH,wishram,\N,45.6576,-120.9664,1
AOH,lima,KAOH,40.706902,-84.026703,975
SSI,brunswick,KSSI,31.15180016,-81.39129639,19
BFP,beaver,KBVI,40.7724990845,-80.39140319820001,1253
F57,winterhaven,\N,28.0575,-81.7628056,140
GGE,georgetown,KGGE,33.311698913600004,-79.3196029663,39
HDI,cleveland,KHDI,35.22010040283203,-84.8323974609375,874
2A0,dayton,\N,35.48625,-84.9310833,718
2G2,steubenville,\N,40.3602179,-80.70087420000002,1196
RNT,renton,KRNT,47.4930992126,-122.21600341799999,32
POC,verne,KPOC,34.091598510742,-117.78199768066001,1011
09J,jekyll,\N,31.074472200000002,-81.42777779999999,11
CDK,cedar,KCDK,29.1342222,-83.0504722,11
CTY,cross,KCTY,29.6354999542,-83.10479736330002,42
CEU,clemson,KCEU,34.67190170000001,-82.8864975,892
36U,heber,\N,40.4818056,-111.42880559999999,5637
BEC,wichita,KBEC,37.6944999695,-97.2149963379,1408
47A,canton,\N,34.312217499999996,-84.4221556,1219
55J,fernandina,\N,30.611833299999997,-81.4611944,16
GTU,georgetown,KGTU,30.678800582885746,-97.6793975830078,790
SNY,sidney,KSNY,41.10129929,-102.98500059999999,4313
W13,waynesboro,\N,38.076944,-78.94416700000001,1437
ECA,tawas,K6D9,44.312801,-83.422302,606
JYO,leesburg,KJYO,39.07799911499024,-77.55750274658203,389
SDC,williamson,KSDC,43.23469925,-77.1210022,424
CLC,clear,\N,29.5569,-95.137497,35
WBU,boulder,KBDU,40.039398193400004,-105.225997925,5288
PAO,palo,KPAO,37.461101532,-122.114997864,4
FFZ,mesa,KFFZ,33.4608001709,-111.72799682600001,1394
P08,cooldige,KP08,32.935901641845696,-111.427001953125,1574
P52,cottonwood,KP52,34.7299995422,-112.03500366200001,3550
A39,phoenix,KA39,32.9908056,-111.91852779999999,1300
E25,wickenburg,KE25,33.96889877,-112.79900359999999,2377
PTK,pontiac,KPTK,42.665500640869006,-83.420097351074,980
EEN,keene,KEEN,42.898399353027344,-72.27079772949219,488
EQY,charlotte,\N,35.01833,-80.62001,679
IOW,iowa,KIOW,41.639198303200004,-91.5465011597,668
MWM,windom,KMWM,43.91339874267578,-95.1093978881836,1410
ANP,annapolis,KANP,38.942902000000004,-76.568398,34
PEQ,pecos,KPEQ,31.382400512694996,-103.51100158691,2613
HBG,hattiesburg,KHBG,31.26479912,-89.25279999,151
YKN,yankton,KYKN,42.916698455811,-97.385902404785,1306
SES,selma,KSES,32.4404,-86.9522,131
1C9,hollister,\N,54.01333333333334,-124.76833333333332,152
HWD,hayward,KHWD,37.659198761,-122.122001648,52
ARB,ann,KARB,42.2229995728,-83.74559783939999,839
ZTY,boston,\N,42.3478,-71.075,20
4A7,hampton,K4A7,33.389099,-84.332397,874
NGZ,alameda,KNGZ,37.78889846801758,-122.31999969482422,10
ZWI,wilmington,\N,39.736667,-75.55166700000001,0
IMM,immokalee,KIMM,26.43320084,-81.40100098,37
ZRZ,new,\N,38.948,-76.8719,39
PTB,petersburg,KPTB,37.183799743652,-77.507400512695,193
SBM,sheboygan,KSBM,43.76959991,-87.85140228,755
3D2,ephraim,\N,45.1354167,-87.1879444,773
MZJ,marana,KMZJ,32.5106010437,-111.32800293,1893
GEU,glendale,KGEU,33.526901245117195,-112.29499816894531,1071
SAD,safford,KSAD,32.85480118,-109.6350021,3179
SIK,sikeston,KSIK,36.898899078369006,-89.561798095703,315
L52,oceano,KL52,35.10147222,-120.62236111,14
GFL,queensbury,KGFL,43.3412017822,-73.6102981567,328
5B2,ballston,K5B2,43.05130005,-73.86119843,434
K27,mechanicville,\N,42.893133,-73.66845,195
CGC,crystal,KCGC,28.867300033569336,-82.57129669189453,9
MTN,baltimore,KMTN,39.32569885,-76.4138031,21
LHM,lincoln,KLHM,38.90919876098633,-121.35099792480469,121
FZI,fostoria,KFZI,41.19079971,-83.39450073,752
IZG,fryeburg,KIZG,43.9911003113,-70.94789886470001,454
NEW,new,KNEW,30.042400360107003,-90.02829742431601,8
COE,coeur,KCOE,47.77429962,-116.8199997,2320
BMT,beaumont,KBMT,30.070699691799998,-94.21579742430002,32
DNV,danville,KDNV,40.19919968,-87.59590149,697
COI,cocoa,\N,28.341611100000005,-80.6854722,6
X59,valkaria,\N,27.960861100000002,-80.5583333,26
TIX,titusville,KTIX,28.514799118042003,-80.799201965332,34
X26,sebastian,\N,27.81325,-80.49558329999999,21
1H2,effingham,KEFH,39.07,-88.53399999999999,585
AAP,houston,KAAP,29.722499847399998,-95.5883026123,79
FCM,eden,KFCM,44.827201843299996,-93.4570999146,906
OJC,olathe,KOJC,38.84759903,-94.73760223,1096
X04,orlando,\N,28.707221999999998,-81.58166700000001,143
OQN,goshen,KOQN,39.9901008605957,-75.58190155029297,466
MNZ,manassas,KHEF,38.72140121,-77.51540375,192
UT3,hanksville,\N,37.891654700000004,-110.3840289,3840
2H0,shelbyville,K2H0,39.410400390599996,-88.8453979492,618
1G4,peach,\N,35.899904,-113.815674,4813
